Id,Reputation,Views,UpVotes,DownVotes
"70386","55122","5098","2701","271"
"408643","4753","742","923","9"
"70386","55122","5098","2701","271"
"904887","1597","89","192","6"
"1017787","3065","289","401","2"
"31671","204778","21911","17381","1985"
"1037078","1294","282","71","21"
"907695","16058","697","174","128"
"464744","120848","14259","2760","706"
"1695245","1408","61","29","0"
"159270","42960","3179","5974","2320"
"1917390","5643","475","135","384"
"46926","37779","3909","764","77"
"560648","141599","66015","6652","7289"
"567595","2724","114","217","45"
"825568","76436","3585","1028","366"
"197663","11887","621","1013","25"
"1057909","10721","455","250","50"
"1057909","10721","455","250","50"
"46926","37779","3909","764","77"
"85597","19022","2030","1096","29"
"923560","2269","274","1785","27"
"148601","2809","353","166","70"
"789657","8962","3053","859","676"
"14637","68937","5173","1787","142"
"1824407","770","133","41","0"
"14637","68937","5173","1787","142"
"450758","5348","838","855","1116"
"1824407","770","133","41","0"
"1824407","770","133","41","0"
"1824407","770","133","41","0"
"1919155","72393","4447","346","18"
"1824407","770","133","41","0"
"1919155","72393","4447","346","18"
"1723893","25906","9382","3130","1466"
"359307","29981","3258","1683","40"
"359307","29981","3258","1683","40"
"359307","29981","3258","1683","40"
"1011995","118311","14176","6910","1081"
"1011995","118311","14176","6910","1081"
"359307","29981","3258","1683","40"
"1011995","118311","14176","6910","1081"
"359307","29981","3258","1683","40"
"1011995","118311","14176","6910","1081"
"1011995","118311","14176","6910","1081"
"359307","29981","3258","1683","40"
"1011995","118311","14176","6910","1081"
"556613","3416","275","82","8"
"136445","14820","2004","786","95"
"556613","3416","275","82","8"
"4130927","51","0","1","0"
"1911306","2324","222","186","15"
"646198","2692","402","597","1"
"1729265","15703","1896","341","58"
"1180720","7564","271","209","17"
"197606","15111","1607","2045","23"
"789657","8962","3053","859","676"
"1327079","210","20","89","0"
"136445","14820","2004","786","95"
"556613","3416","275","82","8"
"16295","1133","235","194","22"
"1575456","608","61","84","8"
"1704917","546","19","6","5"
"136445","14820","2004","786","95"
"1798593","12604","2191","1490","14"
"1911306","2324","222","186","15"
"692622","1228","247","240","1"
"1423083","3919","902","1140","155"
"1682924","2507","2499","52","92"
"556613","3416","275","82","8"
"136445","14820","2004","786","95"
"556613","3416","275","82","8"
"878126","25193","9767","507","5"
"136445","14820","2004","786","95"
"684617","99","18","162","0"
"379693","52791","19657","4130","920"
"1070732","3873","379","256","17"
"635608","108333","14721","4717","7136"
"1827257","178","17","4","0"
"1076640","16061","1117","2104","257"
"10433","5697","967","857","19"
"367456","110154","16855","8708","8516"
"648658","21730","2110","2089","58"
"634025","31075","9776","1771","113"
"1022209","1313","128","633","0"
"1682924","2507","2499","52","92"
"1919155","72393","4447","346","18"
"1758051","1827","197","100","11"
"1682924","2507","2499","52","92"
"1919155","72393","4447","346","18"
"489741","383","47","87","18"
"136445","14820","2004","786","95"
"556613","3416","275","82","8"
"136445","14820","2004","786","95"
"215945","111789","6676","2231","29"
"878126","25193","9767","507","5"
"878126","25193","9767","507","5"
"383414","7701","1230","807","390"
"271504","158","21","21","0"
"1011995","118311","14176","6910","1081"
"855527","339","45","0","0"
"556613","3416","275","82","8"
"136445","14820","2004","786","95"
"477676","1965","103","47","5"
"117220","959","153","908","3"
"878126","25193","9767","507","5"
"359307","29981","3258","1683","40"
"359307","29981","3258","1683","40"
"1327079","210","20","89","0"
"153407","10682","1011","1355","10"
"1016462","3438","712","522","30"
"136445","14820","2004","786","95"
"383414","7701","1230","807","390"
"1003545","496","33","10","0"
"631619","34301","4630","2257","120"
"180736","11344","473","1533","51"
"1076640","16061","1117","2104","257"
"878126","25193","9767","507","5"
"136445","14820","2004","786","95"
"556613","3416","275","82","8"
"165656","1175","131","230","7"
"1917782","17707","3836","1464","43"
"571407","281781","28941","3006","2864"
"1343688","2019","228","115","69"
"588306","16250","4674","3455","195"
"1765519","306","24","51","0"
"217324","35401","1956","6365","169"
"766570","7347","1263","238","1"
"3586","738","81","134","4"
"1647484","2516","330","78","0"
"1647484","2516","330","78","0"
"1070354","11259","439","141","10"
"1070354","11259","439","141","10"
"1070354","11259","439","141","10"
"1647484","2516","330","78","0"
"190277","58863","10944","11768","159"
"1070354","11259","439","141","10"
"1175083","665","262","33","1"
"885556","17334","2104","246","3"
"557435","57","21","14","0"
"511012","2505","164","680","12"
"885556","17334","2104","246","3"
"1043184","218","67","56","2"
"1786428","8589","974","1785","586"
"441521","1124","253","160","7"
"85597","19022","2030","1096","29"
"1257570","1449","31","38","2"
"148601","2809","353","166","70"
"1579698","570","42","24","0"
"249230","1502","151","285","23"
"266143","43869","5661","1909","3855"
"266143","43869","5661","1909","3855"
"66613","1506","100","466","29"
"134583","589","132","301","4"
"1070354","11259","439","141","10"
"1246574","2493","133","336","31"
"1040889","983","116","564","13"
"1694362","703","99","194","12"
"572954","977","93","40","9"
"4296","1406","504","189","1"
"1099453","2742","1045","909","20"
"668650","1902","321","420","1"
"1070732","3873","379","256","17"
"1555312","3468","401","620","7"
"185346","1724","171","241","2"
"1654265","19931","2872","3346","86"
"588306","16250","4674","3455","195"
"465582","2329","194","152","25"
"465582","2329","194","152","25"
"588306","16250","4674","3455","195"
"1381108","12042","2293","966","337"
"136208","32442","1648","908","220"
"412080","35066","4575","246","224"
"1284631","1851","113","1395","2"
"1057909","10721","455","250","50"
"1143970","260","40","0","0"
"1054469","158","18","26","0"
"442117","401","25","10","0"
"386739","838","235","265","20"
"2833005","120","23","39","0"
"2125444","516","96","656","112"
"1917782","17707","3836","1464","43"
"1917782","17707","3836","1464","43"
"1343688","2019","228","115","69"
"1343688","2019","228","115","69"
"1343688","2019","228","115","69"
"1284631","1851","113","1395","2"
"173909","2453","493","96","4"
"85597","19022","2030","1096","29"
"70386","55122","5098","2701","271"
"70386","55122","5098","2701","271"
"827263","99458","12768","975","320"
"668650","1902","321","420","1"
"197663","11887","621","1013","25"
"1448212","5225","475","1027","61"
"175201","9688","1242","562","132"
"207421","130300","23583","5303","8306"
"1882084","313","15","11","0"
"348312","9480","687","621","18"
"1705804","882","111","304","7"
"1085937","671","109","121","32"
"1917782","17707","3836","1464","43"
"1085937","671","109","121","32"
"1099453","2742","1045","909","20"
"1343688","2019","228","115","69"
"1917782","17707","3836","1464","43"
"1099453","2742","1045","909","20"
"1917782","17707","3836","1464","43"
"148601","2809","353","166","70"
"884372","11506","2012","1590","189"
"238704","17137","2699","1787","963"
"1368828","468","74","84","3"
"1284631","1851","113","1395","2"
"207605","1837","81","62","0"
"261581","2259","2823","2115","2388"
"66613","1506","100","466","29"
"1746194","583","253","228","4"
