Id,Reputation,Views,UpVotes,DownVotes
"894671","3583","366","2265","18"
"1180949","18","8","255","0"
"67707","1176","118","385","4"
"1163019","15011","1060","706","408"
"1104384","27504","3677","434","1871"
"1547438","5071","795","56","0"
"2124430","1","0","0","0"
"732200","481","57","61","3"
"3744443","171","36","29","3"
"436415","8","1","0","0"
"1603234","5602","1215","380","127"
"1422200","7014","520","2021","1018"
"1502364","226","65","66","1"
"534005","2790","107","1070","10"
"2094386","1","1","0","0"
"707145","3534","581","1486","2"
"267001","1791","192","616","3"
"1368828","468","74","84","3"
"2533861","77","16","16","0"
"859742","3639","291","356","10"
"2382629","71","6","72","0"
"86020","25950","1285","626","44"
"326139","78","7","4","0"
"850764","1386","65","453","2"
"1729016","113","31","879","0"
"744537","1","0","0","0"
"538222","830","91","131","5"
"177646","6807","190","414","2"
"2199136","33","19","18","0"
"2079191","252","5","30","1"
"551814","71","8","10","0"
"3742781","8","2","0","0"
"931485","100","78","387","0"
"815672","1212","42","31","2"
"1317221","7201","646","453","243"
"1494770","1","4","0","0"
"1957448","1452","69","129","5"
"679982","2984","517","1087","68"
"950349","1061","163","256","2"
"645220","1","2","0","0"
"2733137","132","38","4","0"
"748876","566","65","100","6"
"461294","4869","336","729","17"
"227536","19121","908","134","21"
"927589","3518","407","333","14"
"1414475","1056","105","88","13"
"418864","1232","255","826","1"
"146070","1453","188","1732","8"
"560123","481","19","458","4"
"1366368","1722","217","175","18"
"2950946","1","0","0","0"
"863637","2210","532","226","7"
"631619","34301","4630","2257","120"
"247013","19115","1567","703","29"
"1164011","134","4","34","0"
"1857292","4493","394","2282","148"
"2000801","13","8","14","0"
"210905","3514","735","410","14"
"2861269","86","10","43","0"
"2458319","501","26","26","0"
"66629","6198","316","42","1"
"376839","462","29","18","2"
"1402576","315","72","322","0"
"1243762","3739","473","1777","0"
"2535411","19","9","9","0"
"895174","9575","1959","808","102"
"2709868","29","0","20","0"
"1393289","172","37","194","1"
"904617","616","73","199","1"
"65311","1191","164","763","19"
"939819","11","8","0","0"
"441517","395","72","166","1"
"1576085","457","14","675","1"
"1467926","1056","128","436","30"
"1911722","154","14","34","0"
"474290","784","277","2993","27"
"1698763","1101","35","38","10"
"1941928","376","37","145","0"
"1086137","420","48","83","8"
"403872","1153","170","530","6"
"1513384","5910","281","522","774"
"711513","551","12","83","4"
"607569","983","204","254","12"
"1469979","10","4","0","0"
"974789","3959","1145","2832","239"
"701092","44984","6604","14336","1072"
"935634","4","3","0","0"
"198926","569","26","196","2"
"723722","590","55","80","1"
"2541","10338","2975","1659","235"
"1306067","330","123","98","56"
"1212922","46","12","21","0"
"2010915","1","1","0","0"
"1906892","49","1","136","0"
"777748","543","44","511","12"
"2875073","534","20","560","3"
"1554463","785","70","529","15"
"1003545","496","33","10","0"
"42595","15059","1251","640","13"
"1378681","6609","1111","1982","33"
"969613","8087","1636","4022","122"
"147192","109999","8990","7296","149"
"803727","1093","190","104","5"
"1006632","20","15","4","0"
"2043536","4435","338","721","11"
"1499576","1","7","0","0"
"549521","542","76","63","4"
"1998046","119","11","66","0"
"2052164","1352","88","5474","12"
"2847435","79","25","1264","0"
"1857229","357","28","149","4"
"2049369","42","14","15","0"
"299583","126","4","3","1"
"1304519","880","87","75","8"
"1814717","177","14","45","0"
"81053","8715","667","631","49"
"284642","367","39","33","1"
"3384830","53","0","6","0"
"2078685","3102","284","364","103"
"517483","3016","372","1109","4"
"1320195","1","0","0","0"
"1253826","2012","238","221","13"
"2666587","109","5","64","0"
"411902","3377","726","3705","17"
"736263","3698","208","319","2"
"1841161","224","135","21","3"
"424002","934","8","95","5"
"2758139","161","14","673","0"
"110772","953","59","156","6"
"2048861","1","4","1","0"
"1288118","121","2","89","0"
"1435558","34","3","6","0"
"46281","2602","447","541","15"
"596238","801","20","44","1"
"181151","1789","235","94","5"
"7656","191","43","111","0"
"946814","645","119","225","1"
"96583","1636","156","2942","1"
"148423","19286","1820","899","123"
"1074889","695","44","192","0"
"130988","307","68","94","1"
"2516804","6","11","0","0"
"895588","310","13","61","1"
"359035","7789","715","609","55"
"1121833","2688","105","1569","25"
"403571","2158","184","166","22"
"829542","70","17","280","0"
"300285","312","622","126","1"
"991863","2378","69","683","1"
"641235","530","151","11","1"
"946224","9651","574","1020","32"
"718050","1101","109","782","15"
"1012616","1577","75","366","11"
"2081502","1","0","0","0"
"194319","945","185","193","11"
"1225434","352","11","36","0"
"1393623","9799","1227","1611","1"
"1109326","6","3","0","0"
"2767447","15","7","3","0"
"2195990","126","11","32","0"
"843443","638","136","348","11"
"735022","105","11","168","0"
"1937050","497","78","1295","3"
"3128784","2545","522","469","22"
"2157640","3092","369","773","172"
"383414","7701","1230","807","390"
"176646","7247","647","1945","602"
"962845","1165","34","224","1"
"145406","1","5","0","0"
"1705804","882","111","304","7"
"4172820","1","0","0","0"
"414415","392","74","201","19"
"1840231","1271","155","1849","16"
"119215","2047","307","631","4"
"4329304","1","0","0","0"
"1187415","127149","6400","1494","1008"
"359307","29981","3258","1683","40"
"1450401","2174","511","222","32"
"599926","1989","87","59","14"
"2268846","41","13","22","0"
"1623354","1790","88","119","8"
"370305","49131","4572","754","86"
"1191614","2044","496","307","33"
"399855","651","68","59","2"
"689723","3218","184","1566","7"
"1152066","909","55","21","2"
"576497","473","20","426","0"
"1365008","670","82","86","1"
