Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"55771141","14107933","2","","2013-10-18 00:00:00",""
"56424918","14112752","2","","2013-10-30 00:00:00",""
"56541379","14116498","2","","2013-10-31 00:00:00",""
"56942936","14112752","2","","2013-11-08 00:00:00",""
"58123684","14108774","2","","2013-11-28 00:00:00",""
"58244912","14116498","2","","2013-12-01 00:00:00",""
"58510445","14108774","2","","2013-12-05 00:00:00",""
"60051897","14116498","2","","2014-01-03 00:00:00",""
"61629967","14116498","2","","2014-01-29 00:00:00",""
"62554586","14116498","2","","2014-02-13 00:00:00",""
"62690649","14116498","16","","2014-02-15 00:00:00",""
"63344735","14112752","2","","2014-02-25 00:00:00",""
"63857469","16503127","2","","2014-03-05 00:00:00",""
"64525028","14108774","2","","2014-03-15 00:00:00",""
"64896795","14108774","2","","2014-03-21 00:00:00",""
"67380240","14116498","2","","2014-05-01 00:00:00",""
"68830938","14108774","2","","2014-05-26 00:00:00",""
"70258822","14108774","2","","2014-06-20 00:00:00",""
"70519313","14108774","2","","2014-06-25 00:00:00",""
"71442171","14116498","2","","2014-07-11 00:00:00",""
"71444208","14108774","2","","2014-07-11 00:00:00",""
"71960980","14108774","2","","2014-07-21 00:00:00",""
"72225206","14130068","2","","2014-07-25 00:00:00",""
"73508749","14108774","2","","2014-08-18 00:00:00",""
"74035696","14116498","2","","2014-08-27 00:00:00",""
"75424281","14116498","2","","2014-09-22 00:00:00",""
"77093481","14116498","2","","2014-10-21 00:00:00",""
"78637836","14107531","5","1698851","2014-11-18 00:00:00",""
"79879488","14121669","2","","2014-12-10 00:00:00",""
"80290853","14121669","2","","2014-12-17 00:00:00",""
"81039412","14108774","2","","2015-01-02 00:00:00",""
"38919651","14108774","2","","2013-01-01 00:00:00",""
"38926701","14108774","2","","2013-01-01 00:00:00",""
"38926704","14108774","1","","2013-01-01 00:00:00",""
"38927313","14111607","2","","2013-01-01 00:00:00",""
"38927316","14111607","2","","2013-01-01 00:00:00",""
"38927406","14111641","3","","2013-01-01 00:00:00",""
"38927410","14111607","2","","2013-01-01 00:00:00",""
"38928575","14107531","2","","2013-01-01 00:00:00",""
"38931751","14112752","2","","2013-01-01 00:00:00",""
"39069123","14112752","1","","2013-01-04 00:00:00",""
"42270205","14130068","2","","2013-02-28 00:00:00",""
"42393950","14116194","2","","2013-03-02 00:00:00",""
"42670871","14107531","5","45767","2013-03-06 00:00:00",""
"42670872","14107531","2","","2013-03-06 00:00:00",""
"44153910","14107531","5","621210","2013-03-29 00:00:00",""
"44153937","14107531","2","","2013-03-29 00:00:00",""
"45242996","14107531","2","","2013-04-16 00:00:00",""
"46566006","14108774","2","","2013-05-08 00:00:00",""
"46573042","14116498","2","","2013-05-08 00:00:00",""
"46840856","14108774","2","","2013-05-13 00:00:00",""
"46971386","14108774","2","","2013-05-15 00:00:00",""
"50920602","14108774","2","","2013-07-23 00:00:00",""
"51300045","14108774","2","","2013-07-29 00:00:00",""
"51958966","14112752","2","","2013-08-09 00:00:00",""
"52088569","14116498","2","","2013-08-12 00:00:00",""
"53004550","14116498","2","","2013-08-29 00:00:00",""
"53412728","14116498","2","","2013-09-05 00:00:00",""
"54545845","14116498","2","","2013-09-26 00:00:00",""
"54807886","14108774","2","","2013-10-01 00:00:00",""
"57553517","14116498","2","","2013-11-19 00:00:00",""
"58610126","14116498","2","","2013-12-07 00:00:00",""
"60099826","14107531","5","1497697","2014-01-05 00:00:00",""
"60857395","14112752","2","","2014-01-17 00:00:00",""
"61917998","14116194","5","512334","2014-02-03 00:00:00",""
"62050910","14116194","2","","2014-02-05 00:00:00",""
"62051000","14116194","5","257550","2014-02-05 00:00:00",""
"62182166","14116498","2","","2014-02-07 00:00:00",""
"62446401","14108774","2","","2014-02-12 00:00:00",""
"62447525","14116498","2","","2014-02-12 00:00:00",""
"62832653","14130068","2","","2014-02-18 00:00:00",""
"64670486","14112752","2","","2014-03-18 00:00:00",""
"64794628","14108774","2","","2014-03-19 00:00:00",""
"64936820","14116498","2","","2014-03-21 00:00:00",""
"66617860","14116498","2","","2014-04-17 00:00:00",""
"66618555","14108774","2","","2014-04-17 00:00:00",""
"68595700","14116498","2","","2014-05-21 00:00:00",""
"68596477","14111607","2","","2014-05-21 00:00:00",""
"70901047","14107531","2","","2014-07-02 00:00:00",""
"71034229","14107804","2","","2014-07-04 00:00:00",""
"72596079","14116498","2","","2014-07-31 00:00:00",""
"72838537","14116498","2","","2014-08-05 00:00:00",""
"76323492","14111607","2","","2014-10-08 00:00:00",""
"76461030","14108774","2","","2014-10-10 00:00:00",""
"77501585","14116498","2","","2014-10-29 00:00:00",""
"79814000","14107531","2","","2014-12-09 00:00:00",""
"80467327","14108774","2","","2014-12-20 00:00:00",""
"80729981","14116498","2","","2014-12-26 00:00:00",""
"81237725","14108774","2","","2015-01-06 00:00:00",""
"38979435","14116498","1","","2013-01-02 00:00:00",""
"40614103","14116194","2","","2013-01-31 00:00:00",""
"42680041","14116498","2","","2013-03-06 00:00:00",""
"45545251","14116498","2","","2013-04-21 00:00:00",""
"46476177","16348071","2","","2013-05-07 00:00:00",""
"47010113","14111607","2","","2013-05-16 00:00:00",""
"50179142","14108774","2","","2013-07-09 00:00:00",""
"50306702","14108774","2","","2013-07-11 00:00:00",""
"50822248","14108774","2","","2013-07-21 00:00:00",""
"51621445","14108774","2","","2013-08-04 00:00:00",""
"51765929","14108774","2","","2013-08-06 00:00:00",""
"52179760","14108774","2","","2013-08-14 00:00:00",""
"52302362","14108774","2","","2013-08-16 00:00:00",""
"52422355","14107531","2","","2013-08-19 00:00:00",""
"56240575","14108774","2","","2013-10-26 00:00:00",""
"56628958","14111607","2","","2013-11-02 00:00:00",""
"56921076","14108774","2","","2013-11-07 00:00:00",""
"57588677","14107804","2","","2013-11-19 00:00:00",""
"57730890","14121669","2","","2013-11-21 00:00:00",""
"58401244","14116498","2","","2013-12-03 00:00:00",""
"59838174","14119297","2","","2013-12-30 00:00:00",""
"60494559","14112752","2","","2014-01-11 00:00:00",""
"63031766","14116498","2","","2014-02-20 00:00:00",""
"63429408","14112752","2","","2014-02-26 00:00:00",""
"65465258","14116498","2","","2014-03-30 00:00:00",""
"66011962","14116498","2","","2014-04-08 00:00:00",""
"67047565","14116498","2","","2014-04-25 00:00:00",""
"69525413","14108774","2","","2014-06-06 00:00:00",""
"70176622","14130068","2","","2014-06-18 00:00:00",""
"70583301","14108774","2","","2014-06-26 00:00:00",""
"70731698","14116498","2","","2014-06-29 00:00:00",""
"71008842","14112752","2","","2014-07-03 00:00:00",""
"71303987","14119297","2","","2014-07-09 00:00:00",""
"71565111","14117330","2","","2014-07-14 00:00:00",""
"72757474","14107531","2","","2014-08-04 00:00:00",""
"74167966","14116498","2","","2014-08-29 00:00:00",""
"74438978","14116498","2","","2014-09-03 00:00:00",""
"74570425","14108774","2","","2014-09-05 00:00:00",""
"74693137","14116498","2","","2014-09-08 00:00:00",""
"75216163","14108774","2","","2014-09-17 00:00:00",""
"55317226","14107208","5","2582848","2013-10-10 00:00:00",""
"55449678","14109099","2","","2013-10-12 00:00:00",""
"55591006","14114443","2","","2013-10-15 00:00:00",""
"56240569","14107208","5","1226389","2013-10-26 00:00:00",""
"56240570","14107208","2","","2013-10-26 00:00:00",""
"56631884","14115349","2","","2013-11-02 00:00:00",""
"63037334","14114443","2","","2014-02-20 00:00:00",""
"64114667","14116215","2","","2014-03-09 00:00:00",""
"65186685","14117121","2","","2014-03-25 00:00:00",""
"69525420","14107208","2","","2014-06-06 00:00:00",""
"70056524","14117121","2","","2014-06-17 00:00:00",""
"70583302","14107208","2","","2014-06-26 00:00:00",""
"70730212","22626273","2","","2014-06-29 00:00:00",""
"70730497","14107208","5","3124904","2014-06-29 00:00:00",""
"72615697","17473500","2","","2014-08-01 00:00:00",""
"74570424","14107208","2","","2014-09-05 00:00:00",""
"74956693","14114411","5","1766201","2014-09-12 00:00:00",""
"75216169","14107208","2","","2014-09-17 00:00:00",""
"77193375","14107208","2","","2014-10-23 00:00:00",""
"77554926","17247129","3","","2014-10-30 00:00:00",""
"78354046","14114411","2","","2014-11-13 00:00:00",""
"78354048","14114411","5","2810918","2014-11-13 00:00:00",""
"79532434","14112839","2","","2014-12-04 00:00:00",""
"79532435","14112839","5","714969","2014-12-04 00:00:00",""
"79662165","14114443","2","","2014-12-06 00:00:00",""
"80962871","14107208","2","","2014-12-31 00:00:00",""
"81611631","14114443","2","","2015-01-13 00:00:00",""
"82508506","22626273","2","","2015-01-28 00:00:00",""
"39175067","14116215","2","","2013-01-06 00:00:00",""
"40003521","14117121","2","","2013-01-21 00:00:00",""
"40004808","14117121","2","","2013-01-21 00:00:00",""
"40844768","14116215","2","","2013-02-04 00:00:00",""
"44485306","14109099","2","","2013-04-04 00:00:00",""
"44739442","14107208","2","","2013-04-08 00:00:00",""
"45038874","14116215","2","","2013-04-12 00:00:00",""
"45710587","14117121","2","","2013-04-24 00:00:00",""
"47061832","14114411","2","","2013-05-16 00:00:00",""
"47061834","14114411","5","123127","2013-05-16 00:00:00",""
"47320889","14107208","2","","2013-05-21 00:00:00",""
"48112700","14115349","2","","2013-06-04 00:00:00",""
"48251463","14107208","2","","2013-06-05 00:00:00",""
"49047633","14111052","5","1741677","2013-06-19 00:00:00",""
"49850456","14120227","2","","2013-07-03 00:00:00",""
"50107620","14111052","5","2420871","2013-07-08 00:00:00",""
"50497194","14117121","2","","2013-07-15 00:00:00",""
