Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"19530310","14111679","0","For the record, the equivalent construction in the Microsoft CLR *can* be collected while the method is still executing. See [When does an object become eligible for garbage collection?](http://blogs.msdn.com/b/oldnewthing/archive/2010/08/10/10048149.aspx)","2013-01-01 18:12:06","","128397"
"19530344","14112929","2","But in use you have to have those 3 parameters to get the unique one - dbs also often use btrees not hashes so accessing the key costs no less and having a separate unique id is an overhead. There is an unresolved debate in in design between those who prefer generated ids and those who want physical keys which leads to composite keys.","2013-01-01 18:13:58","","151019"
"19530377","14112839","2","You should define a surrogate primary key, then redefine your existing composite as a unique (natural, or business) key. This leads to a cleaner, more maintainable database design.","2013-01-01 18:16:19","","680925"
"19530411","14112929","0","An index on a single numeric column is faster, and takes less space than an index on 3 columns. And that's the index that will be used the most in the application. Also see the additional point I have added to my answer. I have seen people using those kinds of composite PKs, and leading to tables with a 9-column primary key being just a reference to another table, and 1 or 2 functional columns. It was horrible.","2013-01-01 18:19:15","","571407"
"19530416","14112929","4","I was going to +1 this, but then you added the last bullet point and now I want to +10 it. Anyone who has faced the horrible problem of 'cascading composite keys' will really start to appreciate simple surrogate keys as an essential part of database design.","2013-01-01 18:19:35","","680925"
"19530467","14111679","1","Possible duplicate: [Does the object which is the entry point of a Java program get garbage collected?](http://stackoverflow.com/questions/8699755/does-the-object-which-is-the-entry-point-of-a-java-program-get-garbage-collected?)","2013-01-01 18:23:36","","128397"
"19530652","14112929","2","What about simple many-to-many link tables? They don't have most of these problems and the obvious way to make them on the DB level is to have a composite primary key of all the fields.","2013-01-01 18:37:56","","227267"
"19530687","14112929","0","Hibernate uses a composite key in this case. Bu they aren't referenced by any other table, and they're limited to two columns. If it was mapped as an entity (and would thus have two ManyToOne associations), I would add a surrogate key to the table.","2013-01-01 18:40:15","","571407"
"19530777","14112929","0","I think that the 4th bullet is the most important one :), and -alone- it's enough to mark *natural keys* deprecated.","2013-01-01 18:45:59","","258289"
"19530952","14112515","1","Aha! This is the kind of fault that the Python syntax  - with visual indentation showing block extents, that makes this kind of error less likely to happen in Python as, in general, if a block of code is not indented to be with in an if statement, then it isn't in the if statement.","2013-01-01 18:57:25","","10562"
"19531005","14113278","1","webstorage doesnt support json but strings , so you can base64 encode your imagez and serve them back as dataurls.","2013-01-01 19:01:18","","750852"
"19531012","14113102","0","thanks, I am still confused, I understand the <select> code will go in _form.html.erb but where will that select(""Contact"",) code go ?","2013-01-01 19:01:59","","692622"
"19531041","14113150","0","so the model will be contact.rb, but where should I put that drop down logic ? sorry for naive question, I am new to RoR development","2013-01-01 19:03:49","","692622"
"19531300","14113278","0","Ok, but probably not optimal (or within quota) for 20MB of imagery, that actually are slippy map tiles, that need to be fetched & displayed rapidly by a LEAFLET map application as you zoom and pan.","2013-01-01 19:22:00","","959460"
"19531338","14113278","0","The research you've done is quite helpful.","2013-01-01 19:24:26","","1737568"
"19531390","14113278","0","my point is you dont need to deal with binary blobs if you are using png images.","2013-01-01 19:29:07","","750852"
"19531420","14113278","0","You are right, would you mind if I update the document to reflect your input?","2013-01-01 19:32:24","","959460"
"19531461","14113461","1","when I did git reset --hard origin/master, it seemed to only partially work. This is the output. error: unable to unlink old '.gitignore' (Permission denied)
error: unable to create file CONTRIBUTING.md (Permission denied)
Checking out files: 100% (2493/2493), done.
fatal: Could not reset index file to revision 'origin/master'.","2013-01-01 19:34:32","","1647484"
"19531473","14113461","0","then the brew update failed","2013-01-01 19:35:15","","1647484"
"19531479","14113421","1","I started programming in FORTRAN in 1968 using a card-punch. So stone-age solutions are not new to me.","2013-01-01 19:35:39","","959460"
"19531486","14113461","2","It means your permissions are screwed. One way would be to run `sudo git reset --hard`, other and a better way would be to fix permissions and do `chown -R <your_username> $(brew --prefix)/.git`","2013-01-01 19:36:00","","1070354"
"19531507","14113461","0","This is how permissions on my brew prefix look like here: `drwxrwxr-x  16 root  admin  646 Dec 27 20:30 /usr/local/`","2013-01-01 19:37:04","","1070354"
"19531524","14113461","0","Basically all directories belong to 'admin' group (which your user by default belongs to) and group has read-write permissions on everything brew-related","2013-01-01 19:37:56","","1070354"
"19531562","14113461","0","I did chown -R <your_username> $(brew --prefix)/.git but got the same fail message on brew update. Do you know what I check what the permissions are to see if they look like yours?","2013-01-01 19:40:31","","1647484"
"19531822","14112582","8","still `if(a!=b)` seems to be more readable","2013-01-01 19:56:41","","1911306"
"19531826","14113150","0","Your question is OK . If you take a look at the structure of your `app/views/contacts` , you'll find a file `_form.html.erb` . You can try to place it there . This ""partial view"" is in charge of both creating and updating actions of the scaffold you've generated.","2013-01-01 19:56:53","","646198"
"19531830","14111831","0","In response to your original question: use the ISO 32000-1:2008 standard as reference and keep an eye on the development of ISO 32000-2. If you want to do Adobe specific development, additionally have a look at the Adobe supplements to the norm.","2013-01-01 19:57:18","","1729265"
"19531833","14111679","0","@DanielPryden - Perhaps both questions are asking the same thing but this question is asked with much more clarity and has yielded more useful answers than the referenced question.","2013-01-01 19:57:33","","528214"
"19531841","14112752","0","@verdy: How about accepting an answer for once, since this one was both quick and good!","2013-01-01 19:57:50","","1075405"
"19531918","14112582","2","@DeMoon sure. I said it was not good :)","2013-01-01 20:03:33","","1180720"
"19531953","14111679","0","@dj18: Agreed -- and that's why I didn't vote to close.  But I felt that the cross reference was a useful addition, so I added a comment.","2013-01-01 20:06:27","","128397"
"19532637","14113691","3","It's certainly *possible* but it will probably take considerable work.  Take a look at http://stackoverflow.com/questions/2181902/how-to-use-an-image-as-a-point-in-ggplot and also look at `multsymbolbox` in the `plotrix` package","2013-01-01 20:52:02","","190277"
"19532672","14109166","7","I'm confused by your posts, Doctor Coder. You said you wanted Unicode in console windows system wide. algirdas has shown you how to do that, but now you're saying that you don't want all console windows to use Unicode because you're concerned with compatibility. You don't know which apps won't be compatible, but you're still concerned.  Since you don't want all console Windows to use Unicode as you originally asked, can you help us understand what it is you do want so that we can help you?","2013-01-01 20:53:52","","1858241"
"19532895","14111677","0","I supposed my question is, do I need to do something about this?  I'm not using the Exchange service.","2013-01-01 21:08:18","","197606"
"19533204","14111677","0","Nothing to worry about.  It's a bug in the platform.  I believe it's an emulator thing but Googling should reveal more if you're curious.","2013-01-01 21:31:26","","789657"
"19533250","14114419","1","thanks, let me give it a shot!","2013-01-01 21:34:46","","2321939"
"19533264","14114419","0","He was specifically asking for spaces to be replaced with hyphens...","2013-01-01 21:36:14","","1052743"
"19533270","14114430","0","ill try this too!","2013-01-01 21:36:28","","2321939"
"19533276","14114419","0","@Artaex Media Sorry, missed that part!","2013-01-01 21:36:52","","1726801"
"19533297","14114419","1","ill mark this as answer, thanks a lot!","2013-01-01 21:38:15","","2321939"
"19533313","14114419","0","+1 for putting it in a function!","2013-01-01 21:39:00","","2321939"
"19533330","14114419","0","7 mins till i can mark it :)","2013-01-01 21:39:54","","2321939"
"19533337","14114419","0","@fermionoid No problem! Good luck! :)","2013-01-01 21:40:11","","1726801"
"19533397","14114450","0","I am leaning towards your suggestion, but I am waiting to hear from others. I don't have handy android, but it would be good to create a jsBin or jsFiddle and see what works on the Android.","2013-01-01 21:44:12","","959460"
"19533427","14114419","0","Hey, just a quick question, how can I prevent 2 hyphens from being next to each other? and have them replaced with just 1? Thanks in advance!","2013-01-01 21:46:43","","2321939"
"19533445","14114443","0","thanks, i'll save this too, i've upvoted it but sorry, the other guy got there first :(","2013-01-01 21:47:56","","2321939"
"19533462","14114419","0","Edited answer. :)","2013-01-01 21:48:45","","1726801"
"19533505","14114419","0","oh, sorry, I should have been more specific, how would i prevent 2 or more hyphens from being together so this could be 3,4,5 etc :) thanks a lot!","2013-01-01 21:51:40","","2321939"
"19533513","14114419","0","I just fixed that, check my answer again!","2013-01-01 21:52:23","","1726801"
"19533554","14111828","1","Thanks Tomas. Your answer cleared up a few doubts. As much as I like this feature, it remains mysterious to me. The lack of documentation (or even semantics) is the main problem.","2013-01-01 21:54:58","","634025"
"19533584","14114419","0","hey umm the last part that replaces the hyphens doesn't work, when I put this function on the site, it says that it has a null value... oh well, the first one is good enough, I hope 2 or 3 -- together don't make much of a difference.","2013-01-01 21:57:05","","2321939"
"19533610","14114419","0","Sorry! My bad, fixed in my answer, again. Haha!","2013-01-01 21:58:19","","1726801"
"19533620","14114419","1","PERFECT! thanks a million!","2013-01-01 21:59:19","","2321939"
"19533697","14114480","2","This is definitely the best formulated question I've ever seen, on any site","2013-01-01 22:04:44","","1654265"
"19533788","14114419","0","@all Please note this won't work with UTF-8","2013-01-01 22:11:07","","1208233"
"19533825","14114480","0","@AndreaLigios I've had to answer a far few, I should know the rules and how to ""ask a decent question"" :p","2013-01-01 22:13:02","","588306"
"19533849","14114480","0","@Deanna when you create the keystore, should you have -trustedcacerts in the options so that it will validate the cert using the trusted certs? (neve worked with BKS guessing based on core java similarities)","2013-01-01 22:14:12","","465582"
"19533867","14114419","0","@metal_fan what would that mean... i mean how bad can it be?","2013-01-01 22:15:21","","2321939"
"19533987","14114480","0","@Deanna apologies, typo. Should be -trustcacerts. Hopefully this works, if not I'll leave it to people who have actually used BKS","2013-01-01 22:22:47","","465582"
"19534050","14114786","1","oooo ,It's just a dumb questions , haha :) Thank you so much, I will accept your answer as soon as possible :)","2013-01-01 22:27:50","","1022209"
"19534196","14114443","0","No problem :-), and he also *did* wrap the code in a function, which I did not.","2013-01-01 22:37:28","","1428679"
"19534302","14114480","0","I've tried adding and trusting the two CA certs above it to the keystore too but with the same result :|.","2013-01-01 22:45:54","","588306"
"19534473","14114741","2","That's a really good point.  Someone should point that out to Kenneth Reitz--or maybe submit a pull request to the project?","2013-01-01 22:56:55","","1351335"
"19534589","14112064","3","There are actually HUGE differences between PostScript and PDF. Calling PostScript PDF with compression on top is not giving much credit to either language. The biggest difference perhaps is that PostScript is a true programming language, while PDF is not. That is an enormous difference and explains why PDF is the format used (there are clearly other reasons too) today while PostScript is going away.","2013-01-01 23:04:11","","1682924"
"19534616","14112064","0","Perhaps sloppy use of language - it is BASED on PostScript, and you need a pretty good part of a PostScript interpreter to implement PDF rendering - at least that is my understanding, if you can explain it better, feel free to write a better answer.","2013-01-01 23:06:17","","1919155"
"19534668","14112532","6","You CAN'T avoid this by using the braces, because an accidental semicolon after the close paren, and before the open brace, is a syntactically valid program ... and probably not what you wanted.  I agree however that a code for matter might help avoid this problem.","2013-01-01 23:09:38","","1758051"
"19534751","14112064","2","No, you actually don't. The problem with PostScript is that it is in fact a programming language and you need code that will execute the program (that every PostScript file is) and allow it to generate its output. PDF is much, much simpler and contains only very simple instructions like ""move text origin"", ""draw rectangle"", ""set fill color"", ""set font""... It's a really a different animal altogether. (and I just finished writing a background answer on the specification that should help him :))","2013-01-01 23:15:16","","1682924"
"19534801","14112064","0","OK, fair enough. Wikipedia has it wrong. But we both agree on the fact that it's a pretty poor idea to try to implement your own PDF code, which is the main point of what I write.","2013-01-01 23:19:03","","1919155"
"19535098","14115314","0","I believe it's `-pthread` and `-std=c++11`","2013-01-01 23:44:01","","1381108"
"19535210","14115375","4","Jquery supports more complex selectors, as well as it supports BC to the old browsers.","2013-01-01 23:55:41","","251311"
"19535211","14115375","8","jQuery uses Sizzle as selector engine which provides all sorts of extensions to the ""normal"" CSS selectors. `document.querySelector()` is not supported in IE6 and IE7 (I think). Related (maybe): [John Resig - Thoughts on querySelectorAll](http://ejohn.org/blog/thoughts-on-queryselectorall/).","2013-01-01 23:55:46","","218196"
"19535223","14115375","0","Oh, so could I still do nested selectors like `document.querySelector(""#myId .myNested .mySpan p"")`? Or is that what you mean by ""complex selectors""?","2013-01-01 23:56:57","","1672778"
"19535236","14115375","0","@ModernDesigner: how about `:eq(n)` and, say, `:parent`?","2013-01-01 23:58:28","","251311"
"19535237","14115375","0","@Modern: Any CSS selector is supported by `querySelector` afaik and this is one. It's not a ""nested"" selector though, it's the descendant selector applied multiple times.","2013-01-01 23:58:28","","218196"
"19535254","14115375","0","@zerkms, than what do you mean by ""complex selectors""?","2013-01-01 23:59:39","","1672778"
"19535267","14115375","0","@ModernDesigner: I meant selectors that aren't part of specification, but which make life easier. `:selected` is another good example","2013-01-02 00:00:56","","251311"
"19535274","14115375","0","Oh, okay! Thanks! :-)","2013-01-02 00:01:41","","1672778"
"19535278","14115375","4","From what I can see, `querySelector()` only returns the first match, whereas jQuery returns all elements it can match.","2013-01-02 00:01:53","","234932"
"19535287","14115375","0","Oouch! Well that would be a deal breaker. Hehe.","2013-01-02 00:02:25","","1672778"
"19535359","14111686","0","A quote from the JLS would get you a +1 (if I can find one I'll add it later).","2013-01-02 00:08:39","","476716"
"19535369","14114741","1","@jdotjdot: Something like `requests.get(...).save('file.txt')`?","2013-01-02 00:09:39","","464744"
"19535420","14115375","0","@ModernDesigner: Well, some of the time yeah. :)","2013-01-02 00:13:54","","234932"
"19535438","14111021","0","Its NHibernate based. Don't you got any examples using EF? And again when I need to call another entity how is that made best in the static extension method?","2013-01-02 00:15:27","","148601"
"19535683","14113691","5","This sort of diagram flunks the Tufte test.  Too much ink for too little info.  Worse, it's difficult to tell whether one car, e.g., is worth more than one train.","2013-01-02 00:33:33","","884372"
"19535919","14114741","3","Just a note--in the latest versions of requests, the prefetch arg has been changed to stream. So stream=True would be used here.","2013-01-02 00:54:37","","1695245"
"19535966","14115406","0","+1, but usage example is unnecessary.  As you show it can be used, but it's far from the best way to organize that code.  It's ugly, but there's no reason to special case it in order to reject -- at least from the compiler's POV. From a stle POV...","2013-01-02 00:58:52","","234954"
"19535988","14111686","0","Please do.  I'm not interested in looking.","2013-01-02 01:01:44","","37213"
"19536005","14115375","9","@bvukelic: That's why there's `querySelectorAll`.","2013-01-02 01:03:19","","200291"
"19536015","14115375","0","So that would match all elements... ? :)","2013-01-02 01:04:27","","1672778"
"19536022","14115375","0","Yes, `querySelectorAll` will return a list of all elements that match the selector. The main downside of `querySelectorAll` (and `querySelector`) in my view is that it's not supported by older browsers.","2013-01-02 01:05:01","","200291"
"19536078","14115375","2","What there is ""non-constructive"" of requesting finite number of differences of `.querySelector` vs. `$`?","2013-01-02 01:10:11","","936986"
"19536147","14115620","2","This article it may help you : http://msdn.microsoft.com/en-us/magazine/gg598924.aspx","2013-01-02 01:16:16","","159270"
"19536151","14114480","0","So the error is occurring on Windows 8? Or on the android device?","2013-01-02 01:16:46","","238704"
"19536158","14112549","0","+1, most clear and concise explanation of why it is this way without presuming knowledge.","2013-01-02 01:17:37","","180736"
"19536194","14113691","1","true may be good in science journal, but still may be useful in house / parliament floor, business meeting or general public meetings.","2013-01-02 01:20:18","","1368828"
"19536268","14115902","7","`{} != ({})` is a syntax error.","2013-01-02 01:26:16","","1917390"
"19536322","14115620","1","Thanks. Definitely a good read, although it doesn't answer my question.","2013-01-02 01:30:43","","46926"
"19536323","14115902","0","`1` and `{}` are quite different beasts.","2013-01-02 01:30:46","","560648"
"19536345","14115902","0","By the way the same applies to arrays for similar reasons (because arrays are also objects): `[] != []` is true.","2013-01-02 01:33:06","","567595"
"19536393","14115902","0","Check out [Bizzare Javascript Behaviours](http://stackoverflow.com/questions/9032856/what-is-the-explanation-for-these-bizarre-javascript-behaviours-mentioned-in-the), with its [amazingly detailed answer](http://stackoverflow.com/questions/9032856/what-is-the-explanation-for-these-bizarre-javascript-behaviours-mentioned-in-the#answer-9033306).","2013-01-02 01:37:33","","825568"
"19536458","14116003","1","There was actually [an article](http://isocpp.org/blog/2012/12/using-constexpr) on this posted not too long ago.","2013-01-02 01:42:58","","962089"
"19536469","14116003","0","thanks for one, but I'm looking for a more comprehensive answer :)","2013-01-02 01:43:35","","395573"
